PMERELG	clswrkr	GEDIV	A_ERNLWT	educ	marstat	sex	union	ERN_SRCE	ERN_VAL	WEWKRS	WEXP	WEMIND	WEIND	WEMOCG	POCCU2	occ	ind	PMHRUSLT	race	hispanic	age	disabled	HEFAMINC	PTFT	hrwage
1	1	2	0	39	1	1	0	1	20000	1	1	11	18	14	35	3	11	38	4	2	46	2	12	2	NA
1	1	2	0	39	5	2	0	1	36400	1	1	10	16	10	27	2	10	37	2	2	42	2	12	2	NA
1	1	2	0	39	1	1	0	1	12382	4	11	12	20	22	51	10	12	30	4	2	50	2	9	1	NA
1	1	2	0	44	1	1	0	1	150000	1	1	9	13	1	1	1	9	45	1	2	46	2	13	2	NA
1	4	2	13832.23	44	4	2	0	1	93000	1	1	10	15	8	21	2	10	46	1	2	61	2	16	2	38.869565
1	4	2	17627	40	1	1	0	1	50000	1	1	6	8	20	48	8	6	40	1	1	53	2	16	2	24.05
1	1	2	0	43	1	2	0	1	50002	1	1	10	16	10	25	2	10	40	2	2	39	2	15	2	NA
1	1	2	0	43	5	2	0	1	50000	1	1	5	7	17	40	2	10	40	1	2	34	2	13	2	NA
1	1	2	13186.91	45	1	1	2	1	150000	1	1	9	13	7	18	2	9	50	1	2	45	2	16	2	57.7
1	1	2	0	40	1	1	0	1	45000	1	1	9	14	17	40	5	9	40	2	2	62	2	13	2	NA
1	1	2	12886.96	39	1	2	2	1	58000	2	7	9	13	17	40	5	9	33	1	2	44	2	14	1	33.787879
1	1	2	12951.75	39	1	1	2	1	51002	1	1	5	7	16	38	4	5	55	1	2	44	2	14	2	18.527273
1	1	2	0	43	1	1	0	1	409068	1	1	8	12	16	39	4	8	75	1	2	45	2	16	2	NA
1	4	2	0	45	1	1	0	1	409068	1	1	9	13	7	18	2	13	40	1	2	54	2	16	2	NA
1	1	2	12923.28	43	1	2	0	1	65000	1	1	10	16	10	25	2	10	49	1	2	45	2	16	2	25.510204
1	4	2	13247.1	44	1	1	0	1	97000	1	1	10	15	6	17	2	10	35	1	2	63	2	15	2	53.285714
1	1	2	0	39	7	2	0	1	9600	2	7	10	16	6	17	2	10	20	2	2	18	2	3	1	NA
1	1	2	0	42	1	1	0	1	60000	1	1	3	3	1	1	1	3	55	1	2	39	2	16	2	NA
1	4	2	0	44	5	2	0	1	120000	1	1	10	15	8	21	2	10	40	1	2	44	2	15	2	NA
1	1	2	13077.1	42	1	1	0	1	100000	1	1	10	16	10	25	2	10	40	1	2	61	1	15	2	50
1	1	2	13469.18	35	5	1	2	1	35000	1	1	5	6	22	51	10	5	40	1	2	53	2	14	2	16.825
1	1	2	0	39	5	1	0	1	50000	1	1	9	13	17	40	5	9	36	1	1	63	2	11	2	NA
1	1	2	13963.08	39	7	1	2	1	90000	1	1	3	3	19	46	7	3	40	1	2	25	2	13	2	17.25
1	1	2	13810.89	45	7	2	2	1	60000	4	10	9	13	7	18	2	9	35	1	2	26	2	15	2	32.971429
1	1	2	10753.63	42	1	2	2	1	125000	1	1	10	16	10	25	2	10	40	1	2	58	2	12	2	23.5
1	3	2	10246.89	42	5	2	0	1	73000	1	1	13	21	2	6	1	13	35	6	2	58	2	13	2	40.114286
1	1	2	0	40	7	2	0	1	12000	2	7	11	18	13	33	3	11	25	1	2	18	2	14	1	NA
1	1	2	0	39	7	1	0	1	70000	1	1	5	6	1	2	1	5	40	1	2	44	2	14	2	NA
1	1	2	13045.92	44	6	1	2	1	60002	1	1	4	5	3	8	2	10	40	1	2	37	2	14	2	15
1	4	2	16571.53	39	1	2	0	1	12000	2	7	10	16	15	37	3	10	26	2	2	57	2	6	1	9.5
1	3	2	12531.25	42	5	2	2	1	85000	1	1	10	16	10	25	2	10	40	1	2	45	2	13	2	20.13
1	1	2	12680.41	40	1	1	2	1	14621	3	5	5	6	20	48	8	5	40	1	2	60	2	14	2	20
1	1	2	0	39	1	2	0	1	33000	1	1	5	7	17	40	5	5	45	1	2	50	2	14	2	NA
1	1	2	0	44	7	1	0	1	1500	2	7	10	15	8	21	2	10	30	1	2	24	2	14	1	NA
1	1	2	16146.24	43	7	2	2	1	10908	3	4	9	14	17	40	5	9	35	1	2	22	2	6	2	9.5
1	4	2	0	45	1	2	0	1	80000	1	1	13	21	7	18	2	13	40	1	2	44	2	15	2	NA
1	1	2	0	40	7	1	0	1	5000	4	11	11	17	15	37	3	11	8	1	2	22	2	14	1	NA
1	1	2	8739.25	40	7	2	2	1	10000	2	7	5	7	17	40	5	5	25	1	1	19	1	6	1	9
1	3	2	13388.07	45	4	1	2	1	200000	1	1	9	13	7	18	2	13	40	1	2	59	2	16	2	72.125
1	1	2	10908.61	39	7	1	2	1	52000	1	1	5	7	16	38	4	5	40	1	2	31	2	14	2	25
1	1	2	12405.83	43	1	1	2	1	50000	1	1	7	10	20	48	8	7	40	4	2	30	2	15	2	23.75
1	1	2	11229.61	43	1	2	2	1	90000	1	1	9	13	1	1	1	9	40	6	2	27	2	15	2	40.375
1	1	2	10864.65	39	1	2	2	1	13000	1	1	8	12	22	51	10	8	36	1	1	31	2	9	2	8.24
1	1	2	0	40	3	1	0	1	18000	1	1	10	16	15	37	3	11	-4	3	2	21	2	15	1	NA
1	1	2	0	39	1	1	0	1	70000	1	1	2	2	4	12	2	3	40	1	2	46	2	15	2	NA
1	1	2	9708.79	43	1	2	2	1	120000	1	1	9	13	16	39	4	9	35	1	2	41	2	13	2	65.942857
1	1	2	0	43	7	2	0	1	240	4	11	10	16	17	40	5	10	6	4	2	22	2	14	1	NA
1	1	2	14680.58	40	6	1	2	1	12000	3	5	3	3	19	43	7	3	-4	1	1	30	2	9	1	NA
1	1	2	11047.5	38	1	2	2	1	23700	3	2	13	21	17	40	5	4	40	1	1	25	2	2	2	8
1	2	2	0	40	1	1	0	1	40000	1	1	6	8	17	40	5	6	40	1	1	57	2	12	2	NA
1	3	2	0	44	5	2	0	1	50000	1	1	10	15	8	21	2	10	40	4	2	32	2	14	2	NA
1	1	2	12697.48	43	1	2	2	1	47593	1	1	5	7	16	38	4	5	40	1	1	50	2	9	2	11
1	1	2	12685.73	43	1	1	2	1	45000	1	1	9	13	1	1	1	9	50	1	2	49	2	15	2	57.68
1	1	2	13636.53	44	1	2	2	1	15600	2	7	10	15	17	40	5	10	12	1	2	49	1	15	1	13.02
1	1	2	9672.85	44	1	1	2	1	85000	1	1	8	11	3	8	2	8	40	4	2	42	2	13	2	40.875
1	1	2	0	40	1	2	0	1	22620	2	7	5	6	9	23	2	5	30	1	2	29	2	13	1	NA
1	1	2	12544.81	40	7	2	0	1	35000	1	1	5	7	16	38	4	5	49	1	2	22	2	15	2	18
1	1	2	0	43	1	1	0	1	38400	3	4	4	5	16	39	4	4	40	1	2	48	2	15	2	NA
1	1	2	11959.01	41	1	2	2	1	49000	1	1	8	11	9	23	2	8	40	1	2	57	2	16	2	14
1	1	2	11673.55	40	1	1	2	1	15000	3	5	4	5	5	16	2	4	40	1	2	28	2	16	2	25.4
1	4	2	0	43	1	1	0	1	62000	1	1	10	15	8	21	2	10	52	1	2	44	2	13	2	NA
1	1	2	0	42	1	2	0	1	70000	1	1	9	13	2	5	1	9	40	1	2	43	2	16	2	NA
1	1	2	0	43	1	2	0	1	42000	2	7	5	6	16	39	4	5	40	4	2	58	2	16	2	NA
1	1	2	12331.45	37	7	2	2	1	4000	4	9	5	7	16	39	4	5	8	1	2	18	2	15	1	7.5
1	1	2	16498.87	35	7	1	2	1	17000	1	1	9	14	14	35	3	9	40	6	2	28	2	11	2	10
1	1	2	10021.73	39	7	2	2	1	12000	2	7	5	7	16	39	4	5	25	1	1	23	2	15	1	7
1	1	2	0	40	1	2	0	1	77000	1	1	9	13	17	40	5	9	40	1	2	43	2	16	2	NA
1	1	2	11595.07	38	2	1	2	1	22000	1	1	12	20	15	37	3	12	-4	1	1	28	2	10	1	NA
1	1	2	17696	40	7	1	2	1	9500	2	7	10	16	6	17	2	10	18	2	2	20	2	9	1	9.722222
1	3	2	0	46	1	1	0	1	90002	1	1	10	15	8	20	2	10	40	4	2	57	2	15	2	NA
1	1	2	0	39	1	1	0	1	28000	1	1	11	18	13	32	3	11	40	2	2	38	2	12	2	NA
1	3	2	14678.35	43	5	1	2	1	71900	1	1	13	21	6	17	2	13	35	1	1	62	2	11	2	39.514286
1	1	2	12095.44	32	7	1	2	1	21600	3	4	3	3	19	43	7	9	40	1	1	35	2	11	2	10
1	4	2	13935.89	43	5	2	2	1	51000	1	1	13	21	17	40	5	13	40	1	2	47	2	12	2	24.525
1	1	2	0	39	1	2	0	1	30000	1	1	10	16	15	37	3	10	40	1	1	43	2	8	2	NA
1	1	2	10369.57	43	5	2	2	1	40000	1	1	8	12	17	40	5	8	40	1	2	38	2	8	2	19.225
1	1	2	11959.01	42	7	2	2	1	58500	1	1	10	16	10	27	2	10	40	1	2	55	2	16	2	26.8
1	3	2	11959.01	43	4	2	2	1	6000	2	7	10	15	8	21	2	10	16	1	2	59	2	7	1	10
1	1	2	13459.61	46	1	2	2	1	65000	2	7	10	16	10	25	2	10	32	1	2	53	2	14	1	35
1	1	2	0	39	7	2	0	1	11000	4	10	10	16	15	37	3	10	10	2	2	48	1	15	1	NA
1	1	2	0	40	1	1	0	1	110000	1	1	11	17	1	3	1	11	40	1	2	44	2	15	2	NA
1	1	2	10908.61	43	1	1	2	1	92000	1	1	9	13	4	12	2	9	45	1	2	34	2	16	2	64.111111
1	1	2	11843.2	39	1	1	2	1	32000	1	1	4	4	21	49	9	4	40	1	2	47	2	10	2	15.5
1	1	2	12338.85	39	1	1	2	1	78000	1	1	6	8	22	51	10	6	80	1	2	50	2	13	2	18.75
1	1	2	11997.06	39	7	2	2	1	17760	1	1	4	4	21	49	9	4	40	1	2	51	2	14	2	9.5
1	1	2	11913.15	40	1	2	2	1	23660	1	1	9	14	17	40	5	8	40	1	2	26	2	11	2	13.5
1	1	2	12455.8	43	7	2	2	1	22000	1	1	10	16	6	17	2	10	40	1	2	33	2	11	2	10.97
1	1	2	14484.8	40	7	2	2	1	25000	1	1	10	16	6	17	2	10	40	1	2	23	2	11	2	9.08
1	1	2	11024.38	39	1	2	2	1	23000	1	1	12	20	15	37	3	12	40	1	2	26	2	12	2	11
1	1	2	11024.38	43	7	2	2	1	14000	1	1	11	18	13	33	3	11	45	1	2	25	2	11	2	5
1	1	2	0	40	1	1	0	1	12666	1	1	11	18	13	32	3	11	36	1	2	55	2	13	2	NA
1	1	2	14342.55	43	1	1	2	1	28000	1	1	4	5	17	40	5	4	40	2	2	27	2	14	2	13
1	1	2	12150.21	42	1	2	2	1	30000	1	1	10	16	11	28	3	10	40	1	2	49	2	13	2	14.425
1	1	2	0	43	1	2	0	1	50000	1	1	10	15	8	21	2	10	-4	1	2	48	2	15	1	NA
1	1	2	0	43	1	1	0	1	110000	1	1	5	7	16	38	4	5	-4	1	2	50	2	15	1	NA
1	1	2	13129.75	41	1	2	2	1	18500	1	1	8	11	17	40	5	8	40	1	2	48	2	12	2	8.3
1	1	2	14829.01	39	7	1	2	2	15000	1	1	11	17	15	37	3	11	40	1	2	24	2	8	2	12.5
1	1	2	11688.5	39	7	1	2	1	4000	1	1	5	7	17	40	5	5	40	1	2	31	2	3	2	8.65
1	1	2	10659.52	41	5	2	2	1	54000	1	1	8	11	10	25	2	8	40	1	2	55	2	15	2	25
1	1	2	0	43	1	1	0	1	90000	1	1	12	20	1	1	1	12	40	1	2	33	2	15	2	NA
1	1	2	11431.23	39	1	1	2	1	32000	1	1	4	5	19	42	7	3	50	1	2	35	2	12	2	23
1	1	2	10891.64	44	1	2	0	1	30000	3	4	10	15	8	21	2	10	40	1	2	36	2	15	2	39.475
1	1	2	9974.81	39	1	2	0	1	27000	1	1	10	16	11	28	3	10	40	1	2	44	2	9	2	11.54
1	1	2	13513.61	43	1	1	2	1	46000	1	1	8	11	1	1	1	8	40	1	2	29	2	15	2	25
1	1	2	11085.75	43	1	2	2	1	3150	4	12	11	18	13	33	3	11	20	4	2	41	2	16	1	10
1	1	2	13508.68	44	1	1	2	1	175000	1	1	9	14	1	1	1	9	40	1	2	57	2	16	2	72.125
1	1	2	12176.61	43	1	2	2	1	8840	2	7	5	7	10	27	2	5	20	1	2	25	2	14	1	8.5
1	1	2	11989.47	39	1	2	2	1	3800	2	7	10	16	13	32	3	11	25	1	2	64	2	14	1	8.84
1	1	2	0	39	7	1	0	1	32000	3	4	3	3	19	46	7	3	40	2	2	51	2	12	2	NA
1	1	2	0	43	1	1	0	1	200000	1	1	4	5	1	1	1	4	40	1	2	46	2	16	2	NA
1	1	2	13996.98	43	7	2	2	1	80000	1	1	10	16	10	25	2	10	44	2	2	48	2	13	2	46
1	1	2	13352.26	39	7	2	0	1	29950	2	7	5	7	17	40	5	5	32	2	2	50	1	9	1	18
1	4	2	0	35	7	2	0	1	25688	1	1	13	21	9	23	2	13	38	1	1	34	2	7	2	NA
1	1	2	0	43	1	1	0	1	25000	1	1	11	18	13	33	3	11	35	1	2	34	2	8	2	NA
1	1	2	11591.26	40	1	1	2	1	36800	1	1	12	20	15	36	3	12	40	1	2	35	2	14	2	5
1	1	2	11591.26	39	1	1	0	1	60840	1	1	3	3	19	43	7	3	40	1	2	36	2	14	2	29.25
1	1	2	10114.45	43	1	2	2	1	80000	1	1	8	11	1	1	1	10	50	1	2	43	2	16	2	57.7
1	1	2	12266.05	42	1	1	0	1	40000	1	1	9	13	22	51	10	9	40	1	2	54	2	11	2	21.625
1	1	2	13229.15	42	1	1	2	1	75000	1	1	10	16	19	45	7	10	50	1	2	60	2	14	2	19.22
1	4	2	0	40	1	1	0	1	48000	1	1	8	12	19	43	7	8	-4	2	2	50	2	13	1	NA
1	1	2	11899.24	42	1	2	2	1	35000	1	1	7	10	20	48	8	7	40	1	2	51	2	14	2	20.93
1	1	2	11238.29	43	7	2	2	1	36000	1	1	8	11	3	8	2	8	40	1	2	32	2	14	2	17.3
1	1	2	11899.24	39	5	2	2	1	27000	1	1	5	7	16	39	4	5	35	1	2	50	2	12	2	7.8
1	4	2	11591.26	40	1	1	0	1	49000	1	1	13	21	12	29	3	13	40	1	2	38	2	13	2	23.075
1	4	2	12320.31	42	6	2	0	1	23000	1	1	10	16	11	28	3	10	-4	1	2	48	2	8	1	NA
1	1	2	11593.2	39	7	1	2	1	55000	1	1	5	6	20	48	8	5	60	1	2	33	2	12	2	17.633333
1	4	2	11593.2	44	1	1	0	1	61000	1	1	10	15	1	3	1	10	40	1	2	31	2	13	2	29.325
1	1	2	11006.91	39	1	2	0	1	8000	4	9	6	8	15	37	3	6	20	1	2	63	2	11	1	10.15
1	1	2	0	43	1	2	0	1	40000	1	1	10	16	8	21	2	10	35	1	2	38	2	14	2	NA
1	1	2	12952.29	38	7	2	2	1	22000	1	1	5	7	21	49	9	4	36	1	2	18	2	6	2	10
1	1	2	11250.24	39	1	1	1	1	70000	3	3	4	4	22	51	10	6	60	1	2	41	2	15	2	25
1	4	2	11843.2	43	1	1	2	1	55000	1	1	10	15	8	21	2	10	-4	1	2	45	2	13	1	NA
1	1	2	9974.81	43	1	2	2	1	25000	2	7	10	16	10	25	2	10	40	1	2	41	2	13	2	46.625
1	1	2	0	43	1	2	0	1	22000	2	7	11	18	13	33	3	11	20	1	2	54	2	12	1	NA
1	1	2	0	36	7	1	0	1	1000	4	12	5	7	17	40	5	5	30	2	2	47	2	6	1	NA
1	1	2	12503.57	40	1	1	2	1	50000	1	1	5	6	16	39	4	5	60	1	2	59	2	12	2	18
1	1	2	0	39	1	1	0	1	20000	1	1	4	4	21	49	9	4	40	1	2	47	2	10	2	NA
1	4	2	0	43	1	1	0	1	50000	1	1	6	9	4	12	2	6	40	1	2	30	2	15	2	NA
1	4	3	0	39	5	2	0	1	29000	1	1	10	15	14	35	3	10	40	1	2	60	2	9	2	NA
1	1	3	10709.96	40	5	2	2	1	17000	2	7	11	18	13	33	3	11	-4	1	2	44	2	7	1	3.15
1	1	3	10709.96	41	5	2	1	1	28000	1	1	10	16	10	27	2	10	40	1	2	44	2	4	2	16.6
1	1	3	11158.21	39	1	1	0	1	54000	1	1	6	9	21	49	9	6	40	1	2	49	2	13	2	25
1	1	3	12083.37	42	1	2	2	1	35000	1	1	10	16	10	27	2	10	36	1	2	51	2	14	2	20
1	1	3	0	39	5	1	0	1	30000	1	1	4	4	21	49	9	4	40	1	1	38	2	14	2	NA
1	1	3	0	43	1	1	0	1	60000	1	1	8	11	17	40	5	8	-4	1	2	44	2	13	1	NA
1	1	3	0	39	1	2	0	1	14000	3	5	9	14	17	40	5	9	40	1	2	37	2	14	2	NA
1	1	3	0	42	1	2	0	1	20000	1	1	11	18	1	3	1	11	40	1	2	42	2	12	2	NA
1	1	3	0	39	1	1	0	1	13000	1	1	12	20	15	37	3	12	40	1	2	48	2	13	2	NA
1	1	3	12083.37	40	5	2	2	1	40000	1	1	5	6	2	5	1	5	60	1	2	51	2	11	2	12.816667
1	1	3	11158.21	44	1	1	2	1	110000	3	2	4	5	4	12	2	4	40	1	2	48	2	16	2	50.475
1	1	3	13603.07	37	7	2	2	1	680	4	11	5	7	16	39	4	5	8	1	2	18	2	9	1	8.5
1	1	3	15177.52	40	7	1	2	1	10000	4	9	5	7	16	39	4	11	25	1	2	23	2	15	1	9.4
1	1	3	10709.96	40	5	2	2	1	2033	2	7	5	7	16	39	4	11	32	1	2	41	2	15	1	7.3
1	1	3	0	39	1	1	0	1	30000	3	5	4	5	22	51	9	4	40	1	2	22	1	8	2	NA
1	1	3	14076.42	40	1	1	0	1	30000	1	1	3	3	19	45	7	3	40	1	2	27	2	9	2	15.14
1	1	3	14150.38	35	7	2	2	1	9000	4	9	11	18	13	33	3	11	32	1	2	19	2	5	1	3.65
1	1	3	0	39	1	2	0	1	12000	2	7	5	7	16	39	4	5	25	1	1	40	2	9	1	NA
1	1	3	0	36	1	1	0	1	48000	1	1	9	14	22	51	10	9	40	1	2	37	2	15	2	NA
1	1	3	13014.33	39	1	2	2	1	24000	1	1	10	16	17	40	5	10	40	1	2	49	2	13	2	11.5
1	1	3	13109.65	43	1	1	2	1	70000	1	1	7	10	1	3	1	7	40	1	2	39	2	15	2	33.65
1	1	3	11132.37	43	1	2	2	1	2500	4	9	10	16	17	40	2	10	8	1	2	57	2	15	1	12
1	4	3	13360.24	40	5	2	0	1	32000	1	1	13	21	12	30	3	13	40	2	2	52	2	11	2	18.62
1	1	3	12273.66	39	7	2	2	1	31600	1	1	10	16	17	40	5	10	40	1	2	27	2	9	2	15.2
1	4	3	13109.65	41	1	1	2	1	35000	1	1	11	17	14	34	3	11	40	1	2	39	2	9	2	9
1	1	3	11569.94	40	1	1	2	1	90000	1	1	6	9	3	8	2	6	50	1	2	49	2	15	2	32.4
1	4	3	12972.6	39	1	2	2	1	30000	1	1	10	15	17	40	5	10	40	1	2	47	2	15	2	15.375
1	1	3	12529.24	39	1	2	2	1	43000	1	1	8	11	17	40	5	8	40	1	2	54	2	16	2	21.15
1	4	3	0	43	7	2	0	1	15680	4	11	10	15	8	21	2	10	28	1	2	29	2	7	1	NA
1	1	3	0	40	1	2	0	1	16000	1	1	6	8	16	39	4	9	40	1	2	42	2	14	2	NA
1	1	3	0	40	1	2	0	1	33280	1	1	6	9	16	39	4	6	40	1	2	41	2	14	2	NA
1	1	3	12660.81	43	1	1	2	1	409068	1	1	8	11	1	1	1	8	55	1	2	44	2	16	2	52.454545
1	1	3	15788.19	39	1	1	2	1	30000	1	1	4	4	21	49	9	4	40	1	2	22	2	10	2	15.3
1	1	3	0	40	7	1	0	1	12520	1	1	12	20	8	21	2	12	48	2	2	35	2	5	2	NA
1	1	3	0	42	7	1	0	1	38000	1	1	8	11	17	40	5	8	40	2	2	56	2	13	2	NA
1	1	3	13151.82	40	7	1	2	1	24000	1	1	9	13	17	40	5	9	40	1	2	36	2	12	2	20.5
1	1	3	11607.16	43	1	1	2	1	113000	1	1	9	13	1	1	1	9	45	1	2	45	2	15	2	49.155556
1	1	3	11899.12	42	5	2	2	1	9000	4	11	8	12	16	39	4	8	29	1	2	35	2	6	1	5
1	1	3	13151.82	45	1	1	2	1	53000	1	1	10	16	10	24	2	10	60	1	2	35	2	11	2	16.983333
1	4	3	11543.83	44	1	1	0	1	60000	1	1	10	15	8	21	2	10	40	2	2	53	2	13	2	28.85
1	1	3	11158.21	45	1	1	2	1	100000	1	1	9	13	7	18	2	9	60	1	2	47	2	14	2	22.3
1	1	3	11523.02	42	1	1	0	1	43000	3	3	4	4	21	49	9	4	45	1	2	55	2	11	2	22.644444
1	1	3	0	39	5	1	0	1	37500	1	1	4	4	21	49	9	4	40	1	2	49	2	15	2	NA
1	3	3	0	40	1	2	0	1	15537	2	7	10	15	17	40	5	10	32	1	2	40	2	14	1	NA
1	1	3	12510.95	40	5	2	2	1	19000	2	7	5	7	13	33	3	5	16	1	2	48	2	7	1	7.3
1	1	3	12660.81	40	1	1	2	1	20000	1	1	4	4	21	49	9	4	40	1	2	44	2	15	2	24.025
1	1	3	10484.76	41	1	2	2	1	25000	1	1	9	14	16	39	4	9	-4	1	2	43	2	15	1	9
1	1	3	11157.39	40	1	1	2	1	11000	3	5	4	4	21	49	9	4	48	1	2	54	2	11	2	17.4
1	1	3	0	39	1	1	0	1	30000	1	1	4	4	21	49	9	4	40	1	2	36	2	12	2	NA
1	1	3	0	43	1	2	0	1	47000	1	1	4	4	2	6	1	4	40	1	2	37	2	14	2	NA
1	1	3	0	43	1	2	0	1	19000	2	7	10	16	6	17	2	10	40	1	2	42	2	12	2	NA
1	4	3	11829.28	39	1	2	2	1	27000	1	1	13	21	17	40	5	13	40	1	2	52	2	14	2	27.875
1	1	3	14858.37	39	7	1	2	1	2677	3	6	4	4	21	49	9	4	40	1	2	21	2	7	2	8.75
1	1	3	11362.91	43	7	1	0	1	25000	2	7	10	15	8	21	2	10	20	2	2	52	2	3	1	14.75
1	1	3	12456.79	40	1	2	2	1	16002	2	7	10	16	14	35	3	10	32	1	2	30	2	9	1	9
1	1	3	12567.27	39	7	1	2	1	30000	1	1	4	4	21	49	9	4	40	1	2	25	2	7	2	22.5
1	1	3	0	39	1	1	0	1	45000	1	1	10	16	20	48	8	10	40	1	2	64	2	15	2	NA
1	1	3	11925.78	40	5	2	2	1	38500	1	1	11	18	1	3	1	11	-4	1	2	53	2	8	1	NA
1	1	3	10669.03	42	1	1	2	1	35000	2	7	6	8	1	3	1	6	35	1	2	46	2	14	2	17.21
1	1	3	10493.85	39	7	1	0	1	10000	1	1	4	4	19	42	7	4	40	1	2	56	2	8	2	32
1	1	3	0	40	5	2	0	1	90000	1	1	8	11	1	1	1	8	40	1	2	44	2	14	2	NA
1	1	3	0	40	5	1	0	1	27900	1	1	5	6	16	39	4	5	50	2	2	45	2	10	2	NA
1	1	3	12990.65	43	1	1	2	1	65000	1	1	4	4	4	12	2	4	50	1	2	27	2	14	2	27.5
1	1	3	12876.45	43	1	2	2	0	0	5	13	15	23	24	53	4	5	40	1	2	31	2	11	2	7.5
1	1	3	10408.45	39	1	1	2	1	30000	1	1	5	7	16	39	4	5	40	4	2	46	2	11	2	12.7
1	1	3	0	39	7	2	0	1	32000	1	1	12	20	16	38	4	12	40	2	2	30	2	7	2	NA
1	3	3	10077.01	39	1	1	2	1	77000	1	1	13	21	17	40	5	13	40	1	2	60	2	16	2	17.875
1	1	3	11578.5	43	1	1	2	1	140000	1	1	5	7	16	38	4	5	40	1	2	39	2	14	2	67.3
1	1	3	11807.6	44	1	2	2	1	86000	1	1	4	5	1	3	1	4	45	1	2	39	2	15	2	36.933333
1	1	3	11997.82	43	7	1	0	1	45000	1	1	5	7	22	51	10	5	50	2	2	56	2	13	2	23.82
1	1	3	10376.07	39	5	1	2	1	22000	1	1	4	4	14	35	3	4	40	2	2	52	2	13	2	13
1	1	3	10208.01	43	1	1	2	1	20000	1	1	5	7	17	40	5	5	40	1	2	63	2	11	2	9.625
1	1	3	12294.06	39	7	2	2	1	14700	2	7	9	14	17	40	5	9	30	2	2	48	2	9	1	6
1	1	3	11923.27	39	7	1	2	1	18973	1	1	5	7	16	39	4	5	40	1	2	44	2	10	2	10
1	1	3	0	40	7	2	0	1	30000	1	1	12	20	20	48	8	12	40	2	2	26	2	9	2	NA
1	1	3	0	40	1	1	0	1	30000	1	1	9	14	20	48	8	9	40	1	2	40	2	13	2	NA
1	1	3	0	40	1	1	0	1	80000	1	1	4	4	1	2	1	4	60	1	2	42	2	14	2	NA
1	1	3	10219.13	39	5	1	2	1	32000	1	1	3	3	19	46	7	3	40	1	2	61	2	9	2	15.5
1	1	3	0	39	7	1	0	1	6000	2	7	9	14	14	35	3	11	30	2	2	35	2	7	1	NA
1	3	3	15358.94	43	1	2	2	1	32002	1	1	10	15	8	21	2	10	35	1	2	23	2	9	2	17.571429
1	3	3	12567.27	42	7	1	2	1	31926	1	1	13	21	12	30	3	13	-4	1	2	25	2	14	1	14
1	1	3	0	43	1	1	0	1	100000	1	1	9	13	3	8	2	9	40	4	2	40	2	15	2	NA
1	1	3	11747.04	39	7	1	2	1	9000	2	7	1	1	18	41	9	4	48	1	2	19	2	14	2	11
1	1	3	13650.19	43	1	1	2	1	55000	2	7	9	13	7	19	2	9	30	1	2	26	2	15	1	35.266667
1	2	3	13487.14	43	1	1	0	1	95000	1	1	13	21	5	14	2	13	40	2	2	55	2	15	2	45.675
1	3	3	12067.43	44	1	2	2	0	0	5	13	15	23	24	53	2	13	37	2	2	49	2	14	2	31.162162
1	1	3	11704.81	40	7	1	2	1	3640	2	7	12	20	20	48	8	12	10	1	2	19	2	15	1	7
1	1	3	13113.9	40	1	1	2	1	409068	1	1	5	7	17	40	10	6	28	1	2	28	2	13	1	13.75
1	1	3	11983.52	39	1	1	2	1	45000	1	1	12	20	14	35	3	12	40	1	2	52	2	7	2	9
1	1	3	13558.42	39	3	1	2	1	3300	3	5	4	5	21	49	9	4	16	1	1	29	2	6	1	7.5
1	1	3	12212.18	40	7	1	2	1	75000	1	1	3	3	19	46	7	3	40	1	2	45	1	7	2	19.225
1	1	3	11983.52	39	1	1	0	1	43000	1	1	7	10	21	49	9	7	38	1	2	50	2	14	2	21.763158
1	1	3	14280.51	39	1	1	2	1	49000	1	1	10	16	14	35	3	10	40	2	2	43	2	9	2	21.625
1	1	3	11511.58	40	1	2	2	0	0	5	13	15	23	24	53	1	10	40	2	2	53	2	9	2	24
1	1	3	11982.35	39	7	2	2	1	11700	3	6	5	7	16	39	4	5	40	2	2	54	2	4	2	9
1	1	3	12753.58	40	7	1	2	1	64000	1	1	9	13	3	8	2	9	40	1	2	35	2	13	2	29.8
1	1	3	12339.89	39	1	1	0	0	0	5	13	15	23	24	53	7	3	40	1	1	46	2	13	2	32
1	4	3	11171.11	44	1	2	0	1	60000	1	1	10	15	8	21	2	10	40	1	2	41	2	15	2	28.85
1	1	3	11531.19	40	7	2	2	1	4500	1	1	10	15	15	37	3	10	40	1	1	23	2	14	2	14.4
1	1	3	14188.79	40	7	2	2	0	0	5	13	15	23	24	53	3	11	20	1	2	19	2	13	1	10
1	1	3	0	32	1	1	0	1	41600	3	5	3	3	19	43	7	3	40	1	1	54	2	2	2	NA
1	1	3	0	40	7	1	0	1	10400	2	7	12	20	22	51	10	12	20	1	1	20	2	2	1	NA
1	1	3	0	35	1	1	0	1	19240	1	1	4	4	21	49	9	4	40	1	1	42	2	7	2	NA
1	1	3	0	40	1	1	0	1	25000	1	1	8	12	16	39	4	8	40	2	2	45	2	7	2	NA
1	1	3	0	44	1	1	0	1	123000	1	1	8	11	1	3	1	8	50	1	2	40	2	15	2	NA
1	1	3	0	38	1	2	0	1	16000	3	3	11	18	13	33	3	11	50	4	2	52	2	14	2	NA
1	1	3	0	40	1	1	0	1	10000	2	7	11	18	13	32	3	11	60	4	2	21	2	14	2	NA
