PMERELG	clswrkr	GEDIV	A_ERNLWT	educ	marstat	sex	union	ERN_SRCE	ERN_VAL	WEWKRS	WEXP	WEMIND	WEIND	WEMOCG	POCCU2	occ	ind	PMHRUSLT	race	hispanic	age	disabled	HEFAMINC	PTFT	hrwage
1	1	3	0	44	5	2	0	1	125000	1	1	8	11	1	1	1	8	40	1	2	36	2	16	2	NA
1	1	3	0	39	1	1	0	1	30000	1	1	9	14	12	31	3	9	40	2	2	38	2	5	2	NA
1	4	3	0	40	7	2	0	1	50000	1	1	6	8	17	40	5	6	40	2	2	44	2	3	2	NA
1	1	3	15310.12	40	7	1	2	1	8000	1	1	5	7	16	39	4	5	15	1	2	23	2	8	1	8.5
1	1	3	12149.95	40	1	2	2	1	75000	1	1	8	12	16	39	4	8	-4	1	2	49	2	15	1	7.25
1	4	3	11732.38	40	1	1	0	1	36000	1	1	13	21	12	30	3	13	77	1	2	49	2	15	2	12.480519
1	1	3	11983.52	43	1	1	2	1	82000	1	1	4	5	1	3	1	4	45	1	2	50	2	15	2	19.222222
1	1	3	11795.08	39	1	1	2	1	22880	1	1	9	13	1	1	1	9	40	1	2	41	2	13	2	11
1	1	3	0	43	1	2	0	1	111000	1	1	9	13	3	9	2	9	48	1	2	43	2	16	2	NA
1	1	3	0	44	1	1	0	1	190000	1	1	4	5	16	39	4	4	40	1	2	49	2	15	2	NA
1	1	3	14197.46	34	1	1	2	1	35000	1	1	9	14	22	51	10	9	40	1	1	41	2	8	2	17.4
1	1	3	11983.52	45	1	1	2	1	150000	1	1	10	16	10	24	2	10	-4	1	2	52	2	16	1	NA
1	1	3	10426.41	41	1	2	2	1	38000	1	1	10	16	17	40	5	10	38	1	2	56	2	15	2	20
1	1	3	0	43	1	1	0	1	85000	3	2	4	4	16	39	4	4	50	1	2	44	2	15	2	NA
1	1	3	0	39	1	1	0	1	50000	1	1	6	8	1	2	1	6	40	1	1	52	2	15	2	NA
1	1	3	0	37	1	2	0	1	51000	1	1	8	11	17	40	5	8	40	1	1	48	2	15	2	NA
1	1	3	11855.09	39	1	1	2	1	46000	1	1	12	20	20	48	8	12	40	1	1	45	2	15	2	13
1	1	3	11734.71	43	1	2	2	1	50000	1	1	5	7	16	38	4	5	40	1	2	54	2	15	2	24.05
1	1	3	0	35	1	1	0	1	20500	1	1	9	14	1	3	1	9	40	1	1	32	2	6	2	NA
1	1	3	0	40	1	1	0	1	30000	1	1	5	7	22	51	10	5	40	1	1	40	2	11	2	NA
1	1	3	12606.85	40	7	1	2	1	8000	4	10	4	4	21	49	9	4	40	1	1	21	2	12	2	9
1	1	3	0	40	1	2	0	1	4000	4	9	10	15	8	22	2	10	30	1	2	42	2	7	1	NA
1	1	3	12755.72	43	1	1	2	1	65000	1	1	4	4	4	12	2	4	40	1	2	30	2	16	2	25
1	1	3	11931.42	40	1	2	0	1	6480	2	7	10	15	13	32	3	10	15	1	2	37	2	12	1	12
1	2	3	11785.94	39	1	1	2	1	62000	1	1	3	3	22	51	10	3	40	1	2	63	2	15	2	29
1	1	3	0	39	1	2	0	1	29000	1	1	5	7	16	38	4	5	40	1	2	53	2	9	2	NA
1	1	3	10344.09	39	5	2	2	1	30000	1	1	5	7	16	39	4	5	37	1	2	57	2	9	2	16.78
1	1	3	0	39	1	1	0	1	55000	1	1	3	3	19	42	7	3	40	1	2	33	2	11	2	NA
1	1	3	11760.94	43	1	2	2	1	62000	1	1	8	11	3	8	2	8	50	1	2	33	2	15	2	20
1	1	3	12084.26	43	1	1	0	1	30000	1	1	4	4	21	49	9	4	40	1	2	38	2	15	2	12.5
1	1	3	0	37	7	1	0	1	121	4	12	10	16	14	35	3	10	38	6	2	23	1	3	2	NA
1	4	3	11868.42	44	1	1	0	1	40000	1	1	10	15	8	21	2	10	45	1	2	46	2	14	2	37.422222
1	1	3	12122.47	39	1	1	0	1	50000	1	1	4	4	22	51	10	4	40	1	2	54	2	14	2	21
1	1	3	11840.53	39	7	1	2	0	0	5	13	15	23	24	53	5	5	-4	1	2	18	2	15	1	8
1	4	3	12556.29	44	1	2	0	1	51000	1	1	10	15	8	21	2	10	35	1	2	32	2	14	2	28.028571
1	4	3	12901.46	44	1	1	0	1	49000	1	1	10	15	8	21	2	10	39	1	2	36	2	14	2	24.153846
1	1	3	10283.22	39	7	2	2	1	7200	2	7	10	15	8	21	2	11	-4	1	2	56	2	3	1	15
1	1	3	11818.94	39	1	1	2	1	50000	1	1	2	2	21	49	9	3	40	1	2	54	2	14	2	20.92
1	1	3	11760.94	42	1	2	2	1	25000	3	3	10	16	17	40	5	10	40	1	2	32	2	12	2	15
1	1	3	13010.36	43	7	1	0	0	0	5	13	15	23	24	53	5	10	40	1	2	27	2	15	2	12.5
1	1	3	0	40	7	1	0	1	22890	1	1	10	16	10	27	2	10	40	1	2	25	2	13	2	NA
1	1	3	12157.81	39	7	1	2	1	45000	1	1	6	8	22	51	10	6	60	1	2	33	2	13	2	18.333333
1	1	3	14020.97	35	7	2	2	1	10000	2	7	11	18	13	32	3	11	43	1	2	22	2	6	2	8.75
1	1	3	11201	37	7	2	2	0	0	5	13	15	23	24	53	4	11	20	1	1	20	2	7	1	8.25
1	1	3	14592.49	42	7	1	2	1	4000	2	7	6	8	17	40	5	6	19	1	2	20	2	8	1	8
1	2	3	0	42	1	2	0	1	900	4	12	13	21	17	40	5	13	39	1	2	31	2	12	2	NA
1	1	3	11701.96	42	1	1	2	1	38000	1	1	10	16	11	28	3	10	40	1	2	41	2	10	2	18
1	1	3	0	40	7	2	0	1	15945	1	1	12	20	6	17	2	12	40	2	2	34	2	7	2	NA
1	1	3	14020.97	39	7	2	2	1	24000	1	1	10	16	11	28	3	10	40	1	2	24	2	11	2	10.93
1	1	3	11993.02	36	7	2	2	1	11000	4	10	11	18	13	33	3	11	33	1	2	26	2	4	1	8
1	3	3	11589.77	46	7	2	2	1	43500	1	1	11	17	8	22	2	11	40	1	2	38	2	11	2	23.375
1	1	3	11502.22	39	1	1	2	1	67600	1	1	4	4	4	12	2	4	40	1	2	35	2	14	2	32.5
1	1	3	12090.12	44	7	1	2	1	921	1	1	10	16	6	17	2	10	10	1	2	56	2	6	1	26
1	1	3	0	39	7	1	0	1	1944	4	12	11	18	13	32	3	11	25	1	2	19	2	9	1	NA
1	4	3	0	40	1	2	0	1	29000	1	1	10	15	17	40	5	10	40	6	2	55	2	11	2	NA
1	1	3	10114.27	43	7	2	2	1	15000	2	7	11	18	13	33	3	11	25	1	2	27	1	6	1	2.65
1	2	3	12516.19	46	1	1	2	1	14238	2	7	13	21	3	9	2	13	20	1	2	59	2	7	1	14.3
1	1	3	0	43	1	1	0	1	70000	1	1	9	13	3	8	2	9	40	1	2	48	2	15	2	NA
1	1	3	0	39	7	1	0	1	7502	4	10	5	7	16	39	4	5	27	1	2	22	2	11	1	NA
1	1	3	11957.95	43	7	1	2	1	58000	1	1	5	7	20	48	8	5	62	1	2	53	2	12	2	17.983871
1	1	3	13237.79	39	1	2	2	1	40000	1	1	10	16	17	40	5	10	40	1	2	46	2	14	2	17.5
1	1	3	0	43	1	2	0	1	12000	2	7	12	20	6	17	2	12	20	1	2	39	2	13	1	NA
1	1	3	11824.53	40	7	2	2	1	16640	1	1	5	7	16	39	4	5	35	1	2	21	2	9	2	8.25
1	1	3	13076.88	43	1	1	2	1	80000	1	1	4	4	1	3	1	4	40	2	2	36	2	14	2	38.45
1	1	3	10168.18	39	1	2	2	1	15000	2	7	5	7	16	38	4	5	15	1	2	32	2	8	1	10
1	1	3	11441.58	36	7	1	2	1	48000	1	1	9	14	14	34	3	9	40	1	2	43	2	12	2	10.6
1	1	3	0	40	7	1	0	1	7800	4	11	10	16	11	28	3	10	24	1	2	20	2	11	1	NA
1	1	3	9168.49	40	7	2	2	1	28000	2	7	10	16	17	40	5	10	32	1	2	40	2	8	1	18
1	1	3	13237.79	43	5	2	2	1	70000	1	1	9	13	2	6	1	9	40	1	2	45	2	14	2	33.65
1	1	3	12720.87	39	7	1	2	1	17466	3	2	3	3	22	51	5	11	-4	1	2	26	2	16	1	9.95
1	1	3	9151.35	40	1	2	2	1	22000	1	1	8	12	17	40	5	8	40	1	2	42	2	14	2	14
1	1	3	11354.01	40	7	1	2	1	3000	4	11	9	13	3	8	2	9	32	1	2	19	2	15	1	9
1	1	3	13059.28	39	7	2	2	1	15000	1	1	5	7	17	40	5	5	-4	2	2	19	2	12	1	7.55
1	1	3	0	41	7	1	0	1	63000	1	1	4	4	2	6	1	4	40	1	2	44	2	13	2	NA
1	1	3	0	46	1	2	0	1	433605	1	1	10	16	10	24	2	10	60	1	2	61	2	16	2	NA
1	1	3	9774.19	44	1	2	0	1	28000	1	1	10	16	1	3	1	10	63	1	2	39	2	11	2	12.825397
1	1	3	11885.31	42	1	1	2	1	40000	1	1	9	13	3	8	2	9	40	1	2	38	2	14	2	19.225
1	1	3	9774.19	39	1	2	2	1	14500	1	1	11	17	16	39	4	11	50	1	2	36	2	11	2	10
1	1	3	15645.04	39	6	2	2	1	2000	4	10	11	18	16	39	4	11	21	2	2	25	2	1	1	7.4
1	4	3	9792.5	43	5	2	2	1	40000	1	1	13	21	1	1	1	13	40	1	2	39	2	12	2	20
1	1	3	13237.79	40	1	2	2	1	35000	1	1	8	11	17	40	5	8	40	1	2	46	2	9	2	15.25
1	1	3	9397.79	44	1	2	2	1	87000	1	1	8	11	3	8	2	8	40	4	2	45	2	15	2	41.825
1	1	3	16221.61	43	5	2	0	1	70000	1	1	10	16	10	25	2	10	40	2	2	49	2	4	2	14.4
1	1	3	0	43	1	1	0	1	188000	1	1	8	11	16	39	4	8	40	1	2	54	2	16	2	NA
1	1	3	11397.19	39	1	1	2	1	40000	1	1	6	8	22	51	10	6	40	1	2	48	2	14	2	19.56
1	1	3	10950.76	40	7	2	2	1	8500	2	7	12	20	16	39	4	12	15	1	2	19	2	14	1	7.4
1	1	3	11641.15	40	1	1	2	1	60000	2	7	11	18	13	32	3	11	-4	1	2	54	2	8	1	16.56
1	1	3	10702.52	43	1	2	2	1	52000	1	1	4	4	1	2	1	4	45	1	2	56	2	14	2	25.644444
1	1	3	12974.95	39	1	1	0	1	45000	1	1	4	5	21	49	9	4	42	1	1	41	2	9	2	18.8
1	1	3	11302.28	39	5	1	0	0	0	5	13	15	23	24	53	8	6	40	1	2	60	2	14	2	17.25
1	1	3	0	39	1	1	0	1	20000	3	3	6	8	22	51	10	6	40	1	2	47	2	14	2	NA
1	1	3	0	39	7	1	0	1	8750	2	7	11	18	13	32	3	11	16	1	2	18	2	13	1	NA
1	1	3	12768.96	43	1	1	2	1	45000	1	1	8	11	3	8	2	8	45	1	2	28	2	13	2	33
1	1	3	10152.51	42	1	2	2	1	32000	1	1	5	7	21	49	9	5	40	1	2	29	2	13	2	15
1	1	3	9185.95	43	1	2	2	1	70000	1	1	4	4	2	6	1	4	51	1	2	44	2	13	2	28.431373
1	1	3	0	44	1	1	0	1	56000	1	1	9	13	3	8	2	9	40	1	2	28	2	13	2	NA
1	1	3	10950.76	39	3	2	2	1	10000	3	4	11	18	13	33	3	11	-4	1	2	19	2	4	1	2.63
1	1	3	11641.15	39	1	1	0	1	68068	1	1	4	4	20	48	8	4	40	1	2	54	2	13	2	32.73
1	1	3	12045.46	43	1	2	2	1	56888	1	1	10	16	10	27	2	10	40	1	2	53	2	13	2	27.35
1	1	3	11810.5	40	7	1	2	1	13000	3	4	11	18	13	32	3	11	40	1	2	22	2	13	2	10
1	4	3	0	43	1	1	0	1	50000	1	1	13	21	12	30	3	13	40	1	2	28	2	15	2	NA
1	1	3	11157.04	39	1	2	2	1	32000	1	1	8	12	17	40	4	5	32	1	2	29	2	12	1	16.3
1	1	3	0	39	5	2	0	1	13720	2	7	5	7	16	39	4	5	-4	1	2	37	2	4	1	NA
1	1	3	9838.56	39	1	1	2	1	75000	1	1	5	7	5	14	2	5	55	1	2	38	2	12	2	15
1	1	3	10556.43	39	7	2	2	1	22000	1	1	11	18	13	33	3	11	40	1	1	22	2	10	2	11.4
1	1	3	9840.21	43	5	1	2	1	80000	1	1	5	7	3	8	2	5	40	1	2	32	2	11	2	20
1	1	3	9839.98	40	1	1	2	1	40000	1	1	6	8	2	5	1	6	40	1	2	30	2	13	2	19.225
1	2	3	7703.89	39	1	2	2	1	46000	1	1	13	21	17	40	5	13	40	1	2	51	2	13	2	26
1	1	3	0	40	1	1	0	1	52000	1	1	4	4	21	49	9	4	-4	1	2	31	2	13	1	NA
1	1	3	11296.4	43	7	2	2	1	3219	2	7	10	16	6	17	5	10	14	1	1	30	2	7	1	8.5
1	1	3	11810.5	42	7	1	2	1	46000	1	1	9	13	3	8	2	9	40	1	2	24	2	11	2	17.25
1	3	3	8044.65	46	1	1	2	1	45976	2	7	10	15	8	20	2	10	-4	1	2	65	2	16	1	NA
1	4	3	0	44	1	1	0	1	59000	1	1	10	16	6	17	2	10	40	4	2	46	2	9	2	NA
1	1	3	0	39	1	2	0	1	29000	1	1	8	11	2	5	1	8	40	4	2	46	2	9	2	NA
1	1	3	13043.63	40	7	2	2	1	12000	2	7	10	16	8	21	2	10	30	1	2	22	2	13	1	7.25
1	1	3	7978.22	40	1	2	2	1	15912	1	1	5	7	16	39	4	5	40	1	2	48	2	11	2	7.65
1	1	3	12541.59	35	1	2	2	1	14560	1	1	5	7	16	39	4	5	40	1	1	38	1	8	2	7.5
1	1	3	8270.28	43	1	1	2	1	60000	1	1	10	16	10	27	2	10	56	2	2	37	2	15	2	24
1	1	3	11658.41	43	1	1	2	1	45000	1	1	4	4	20	48	8	9	35	2	2	40	2	11	2	42
1	1	3	8007.88	43	1	1	2	1	43000	1	1	4	4	17	40	5	4	40	1	2	46	2	12	2	20
1	1	3	7882.58	43	1	2	2	1	65000	1	1	8	11	1	1	1	8	43	1	2	45	2	15	2	30.627907
1	1	3	9168.25	40	7	1	2	1	11000	1	1	10	16	11	28	3	10	35	1	2	19	2	12	2	11
1	1	3	9128.93	40	1	1	2	1	500	4	12	9	14	21	49	9	9	40	2	2	51	2	13	2	7
1	1	3	11369.71	42	7	2	2	1	36000	1	1	3	3	17	40	5	3	35	1	2	33	2	8	2	22
1	1	3	9845.92	39	7	1	0	1	82000	1	1	7	10	20	48	8	7	40	1	2	31	2	14	2	31.56
1	1	3	0	31	7	1	0	1	23400	1	1	11	18	13	33	3	11	48	1	1	40	2	12	2	NA
1	1	3	0	40	7	2	0	1	16758	1	1	11	18	16	38	4	5	40	1	2	25	2	9	2	NA
1	1	3	11025.67	43	1	2	2	1	14000	1	1	10	16	8	21	2	10	40	1	2	27	2	10	2	9.5
1	1	3	7613.18	39	1	2	2	1	14000	4	9	6	8	22	51	10	6	25	1	2	52	2	13	1	14
1	1	3	7806.96	44	1	1	2	1	88000	1	1	10	15	1	3	1	10	55	1	2	49	2	14	2	30.763636
1	3	3	8062.2	46	7	1	2	1	377332	2	7	13	21	10	24	2	13	30	1	2	56	2	16	1	99
1	1	3	8147.55	43	5	2	2	1	65000	1	1	10	16	10	25	2	10	56	1	2	62	2	14	2	22.321429
1	1	3	0	39	1	2	0	1	30000	1	1	5	7	13	33	3	5	40	1	2	62	2	13	2	NA
1	1	3	0	37	7	1	0	1	9000	2	7	5	7	21	49	9	5	20	1	2	18	2	16	1	NA
1	1	3	0	43	1	2	0	1	7000	2	7	10	16	11	28	3	10	36	1	2	55	2	12	2	NA
1	1	3	11218.92	39	1	2	2	1	15000	1	1	10	16	14	35	3	10	40	1	2	34	2	10	2	9
1	1	3	8160.01	40	1	1	2	1	24002	1	1	12	20	21	49	9	12	40	1	2	56	1	8	2	2.14
1	1	3	9279.48	37	7	1	2	1	3002	4	11	4	5	21	49	9	4	20	1	2	18	2	8	1	7.25
1	1	3	7901.67	43	1	1	2	1	170000	1	1	4	5	1	1	1	4	60	1	2	48	2	16	2	48.083333
1	4	3	7899.8	44	1	1	0	1	70000	1	1	10	15	5	15	2	10	50	1	2	48	2	13	2	26.92
1	1	3	7703.72	39	1	2	2	1	65000	1	1	7	10	17	40	5	7	52	1	2	53	2	12	2	24.038462
1	1	3	9976.21	39	1	2	2	1	14500	1	1	5	7	16	39	4	5	40	1	2	42	2	13	2	8.65
1	1	3	7842.77	39	1	1	0	1	70000	1	1	6	9	19	44	7	6	40	1	2	63	2	13	2	35
1	4	3	12671.1	37	7	2	2	0	0	5	13	15	23	24	53	5	10	20	1	2	18	2	13	1	6
1	1	3	7613.36	40	1	2	2	1	27000	1	1	10	16	17	40	5	10	40	1	2	54	2	15	2	15.27
1	4	3	0	40	1	1	0	1	63500	1	1	13	21	12	30	3	13	40	1	2	46	2	15	2	NA
1	1	3	10922.83	39	1	2	2	1	35000	1	1	10	16	17	40	5	10	40	1	2	39	2	11	2	16.72
1	1	3	9398.76	40	7	1	2	1	10000	4	11	11	18	13	33	3	11	20	1	2	18	2	8	1	7.25
1	1	3	0	43	1	2	0	1	48000	2	7	10	16	10	25	2	10	-4	1	2	36	2	15	1	NA
1	1	4	6963.8	39	5	1	2	1	17000	1	1	6	8	22	51	10	6	50	1	2	51	2	14	2	26.14
1	1	4	6194.28	37	1	2	2	1	12000	2	7	11	18	13	32	3	11	42	1	1	24	2	7	2	8.5
1	1	4	6761.09	39	1	1	0	1	36000	1	1	4	5	22	51	10	4	-4	1	2	60	2	12	1	15.2
1	1	4	6154.75	39	1	2	2	1	25000	1	1	10	16	17	40	5	10	52	1	2	57	2	12	2	12.9
1	1	4	7089.07	39	7	1	2	1	20000	1	1	3	3	19	43	7	3	40	1	2	22	2	15	2	11
1	1	4	0	43	1	1	0	1	165000	1	1	4	4	1	1	2	10	70	1	2	32	2	16	2	NA
1	1	4	6932.52	40	7	1	2	1	40000	1	1	5	7	16	39	4	5	45	1	2	61	2	12	2	17.088889
1	1	4	0	39	1	1	0	1	48000	1	1	5	7	16	38	4	5	45	1	2	45	2	11	2	NA
1	1	4	0	42	1	1	0	1	50000	3	2	4	4	21	49	9	4	45	1	2	31	2	10	2	NA
1	1	4	7089.07	39	1	1	2	1	40000	1	1	4	5	22	51	10	4	40	1	2	21	2	11	2	10.69
1	1	4	7753.76	41	1	2	2	1	25000	1	1	10	16	8	22	2	10	40	1	2	24	2	11	2	13.6
1	1	4	6667.63	43	1	2	2	1	33000	1	1	10	16	2	5	1	10	40	1	2	33	2	13	2	16.98
1	1	4	7753.76	40	7	2	2	1	9000	2	7	11	18	1	3	1	11	20	1	2	22	2	11	1	11
1	4	4	6000.86	45	1	2	0	1	55000	1	1	10	15	8	21	2	10	40	1	2	43	2	14	2	26.45
1	1	4	0	44	1	2	0	1	80000	1	1	10	16	1	3	1	10	40	1	2	45	2	15	2	NA
1	1	4	6050.83	40	1	1	0	1	65000	1	1	4	4	21	49	9	4	45	1	2	34	2	14	2	35
1	1	4	6050.83	40	7	1	2	1	42000	1	1	5	7	10	27	2	5	42	1	2	32	2	10	2	17.82
1	4	4	0	43	1	1	0	1	96000	1	1	13	21	12	29	3	13	40	1	2	40	2	16	2	NA
1	1	4	0	43	1	1	0	1	105000	1	1	9	13	1	3	1	9	40	1	2	46	2	8	2	NA
1	1	4	7347.67	39	1	2	2	1	40000	1	1	11	18	1	3	5	10	30	1	2	48	2	16	1	15
1	1	4	5118.8	40	7	1	2	1	9500	2	7	11	18	13	32	3	11	20	4	2	22	2	14	1	9.11
1	1	4	6305.36	43	1	2	2	1	2360	2	7	5	7	17	40	5	5	15	1	2	57	2	15	1	14
1	1	4	6767.67	43	7	1	2	1	32000	1	1	7	10	9	23	2	7	40	1	2	25	2	12	2	11.5
1	4	4	7096.55	43	1	2	0	1	50000	1	1	10	15	8	21	2	10	50	1	2	52	2	14	2	27.78
1	1	4	6794.57	43	7	2	2	1	29000	1	1	10	16	6	17	2	10	40	1	2	25	2	14	2	13.95
1	1	4	7262.54	40	7	1	2	0	0	5	13	15	23	24	53	10	10	-4	1	2	20	2	14	1	6
1	1	4	5730.01	37	4	2	2	1	12000	1	1	10	16	15	37	3	10	-4	2	2	56	2	1	1	10
1	1	4	7417.17	39	5	2	2	1	24000	3	4	8	11	17	40	5	8	40	1	2	51	1	8	2	15.39
1	1	4	7417.17	40	7	2	2	1	2500	3	3	7	10	15	37	3	7	-4	1	2	53	2	4	1	7.25
1	1	4	0	38	7	1	0	1	3700	4	12	11	18	13	33	3	11	30	1	1	23	2	4	1	NA
1	1	4	0	37	7	1	0	1	3000	2	7	5	7	17	40	5	5	10	1	2	18	2	14	1	NA
1	3	4	0	44	1	2	0	1	59000	1	1	10	15	8	21	2	10	48	1	2	47	2	13	2	NA
1	1	4	6862.76	41	7	2	0	1	31000	1	1	6	8	1	3	1	6	40	1	2	38	2	9	2	14.9
1	1	4	5949.3	36	5	1	2	1	8000	1	1	12	20	14	35	3	12	-4	2	2	60	2	4	1	NA
1	1	4	6984.69	39	1	1	2	1	45000	1	1	5	7	22	50	10	5	-4	1	2	48	2	14	1	22.5
1	1	4	7090.76	39	1	2	2	1	40000	1	1	5	6	16	39	4	5	40	1	1	45	2	14	2	18
1	1	4	8302.38	43	7	2	2	1	31000	1	1	10	16	6	17	2	10	40	1	2	24	2	11	2	10
1	1	4	8302.38	40	7	2	2	1	12000	2	7	5	7	16	39	4	5	24	1	2	21	2	15	1	8.5
1	1	4	0	39	1	2	0	1	40000	1	1	11	17	15	37	3	11	40	1	2	37	2	13	2	NA
1	1	4	0	39	1	1	0	1	32000	1	1	12	20	6	17	2	12	40	2	2	40	2	13	2	NA
1	1	4	6475.13	43	1	1	2	1	72000	3	3	5	6	16	39	4	5	40	1	2	28	2	14	2	35.575
1	1	4	7096.55	42	1	2	2	1	4000	2	7	9	13	1	3	1	9	10	1	2	53	2	14	1	7.7
1	1	4	0	43	1	1	0	1	146000	1	1	8	11	16	39	4	8	40	1	2	32	2	15	2	NA
1	1	4	0	42	1	2	0	1	27000	3	2	5	7	16	39	4	5	40	1	2	39	2	7	2	NA
1	1	4	0	39	7	2	0	1	23000	1	1	11	18	14	35	3	11	37	1	2	23	2	1	2	NA
1	1	4	0	40	7	2	0	1	26000	1	1	9	14	17	40	1	8	40	6	2	23	1	15	2	NA
1	4	4	0	39	1	1	0	1	72000	1	1	13	21	19	46	7	13	32	1	2	45	2	13	1	NA
1	1	4	7172.16	40	1	2	2	1	16560	2	7	12	20	17	40	5	12	15	1	2	48	2	14	1	20.333333
1	4	4	6154.75	42	1	2	2	1	43000	1	1	8	11	17	40	5	13	40	1	2	59	2	15	2	15
1	1	4	0	41	1	1	0	1	40000	1	1	9	13	21	49	9	9	40	1	2	46	2	9	2	NA
1	1	4	7134.2	40	7	1	0	1	80390	1	1	6	8	17	40	5	6	50	1	2	52	2	14	2	29.62
1	1	4	6147.7	44	7	2	2	1	60000	1	1	4	4	1	3	1	4	40	1	2	42	2	16	2	25
1	1	4	5684.84	43	1	1	2	1	35000	3	3	6	8	22	51	10	6	40	1	2	44	2	12	2	12.5
1	1	4	6963.8	40	1	1	0	1	26000	3	5	4	5	20	48	8	4	40	1	2	54	2	14	2	21
1	1	4	7753.76	43	1	2	2	1	35000	1	1	8	11	16	39	4	8	40	1	2	24	2	15	2	13
1	4	4	5624.63	41	1	2	2	1	40000	1	1	10	16	10	25	2	10	50	1	2	47	2	14	2	20
1	1	4	0	39	1	2	0	1	52000	1	1	4	5	1	3	1	4	40	1	2	48	2	14	2	NA
1	1	4	0	40	1	2	0	1	23662	2	7	5	7	17	40	5	5	32	1	2	49	2	14	1	NA
1	1	4	4304.79	34	1	1	2	1	22000	1	1	4	4	21	49	9	4	40	1	2	26	2	8	2	20
1	1	4	4210.94	42	7	2	2	1	64000	1	1	10	16	10	25	2	10	36	1	2	32	2	11	2	33
1	1	4	0	39	7	2	0	1	6000	4	10	5	7	16	39	4	5	-4	1	2	26	2	10	1	NA
1	1	4	5201.66	45	1	1	2	1	409068	1	1	9	13	7	18	2	9	-4	1	2	56	2	15	1	NA
1	4	4	5110.09	41	1	1	0	1	70000	1	1	13	21	4	12	2	13	40	1	2	59	2	16	2	28
1	1	4	6056.76	39	5	2	0	1	25696	3	3	5	6	22	51	10	5	40	2	2	56	2	10	2	16
1	1	4	4862.84	43	1	2	2	1	40000	1	1	8	11	2	7	1	4	30	1	2	56	2	16	1	12.3
1	1	4	4295.56	43	7	2	2	1	25000	1	1	10	16	17	40	5	10	40	1	2	28	2	13	2	29.8
1	1	4	4011.88	39	7	2	2	1	5500	2	7	9	14	14	35	10	5	45	1	1	23	2	7	2	10
1	2	4	5768.24	39	1	2	2	1	40000	3	3	6	9	2	5	5	13	40	1	2	48	2	15	2	18
1	1	4	5666.69	39	6	2	2	1	41000	1	1	8	11	2	5	1	8	40	1	2	47	2	11	2	18.69
1	1	4	5857.17	40	5	2	2	1	35000	1	1	8	11	17	40	5	8	40	1	2	60	1	13	2	17
1	1	4	5163.12	39	1	2	2	1	64020	1	1	8	11	20	48	8	8	40	1	1	53	2	14	2	30.775
1	1	4	4414.71	40	7	1	2	1	42000	1	1	5	7	3	8	2	5	45	1	2	25	2	13	2	23.511111
1	1	4	0	33	1	1	0	1	40000	1	1	4	5	21	49	9	4	40	1	1	42	2	14	2	NA
1	1	4	3842.24	40	7	1	2	1	8000	4	9	5	6	21	49	9	5	35	1	2	19	2	12	2	9
1	1	4	4828.28	42	1	1	2	1	20000	1	1	6	8	22	51	10	6	40	1	2	22	2	8	2	9.5
1	4	4	0	42	5	2	0	1	42000	1	1	13	21	10	25	2	13	48	1	2	35	2	11	2	NA
1	1	4	0	39	7	2	0	1	33000	1	1	4	5	21	49	9	4	40	1	1	26	2	4	2	NA
1	1	4	0	37	7	2	0	1	11000	3	3	11	18	16	39	4	5	16	1	2	18	2	15	1	NA
1	1	4	0	40	1	1	0	1	50000	1	1	4	4	20	48	8	4	40	1	2	47	2	14	2	NA
1	1	4	4870.67	40	1	1	0	1	55000	1	1	4	5	22	51	10	4	40	1	2	62	2	13	2	20
1	1	4	3789.84	39	1	2	2	1	30000	1	1	10	16	11	28	3	10	40	1	2	44	2	12	2	15
1	1	4	5072.15	40	5	1	2	1	9000	3	6	4	5	21	49	9	4	40	1	2	59	2	15	2	18.55
1	1	4	0	40	1	1	0	1	32000	1	1	1	1	22	51	10	6	50	1	2	35	2	10	2	NA
1	1	4	5768.24	43	1	2	2	1	75000	1	1	7	10	1	1	1	7	50	1	2	48	2	15	2	47.68
1	1	4	4951.56	39	7	1	2	1	16000	1	1	3	3	19	44	7	3	40	1	2	21	2	7	2	16
1	1	4	4933.5	42	7	2	2	1	26000	1	1	9	13	3	8	2	9	40	1	2	23	2	8	2	12.6
1	1	4	5016.71	36	1	1	2	1	7000	4	9	7	10	22	51	10	7	-4	1	2	52	2	5	1	7.5
1	1	4	4870.67	40	1	1	2	1	24954	1	1	4	5	14	35	3	4	40	1	2	62	2	14	2	11.34
1	1	4	4060.56	40	7	1	2	1	40000	1	1	5	7	16	39	4	5	15	1	2	31	2	2	1	9
1	1	4	3878.4	37	7	1	2	1	4000	2	7	11	18	13	33	3	11	20	1	2	18	2	16	1	7.25
1	1	4	0	40	5	2	0	1	14000	1	1	8	12	1	1	5	8	40	1	2	26	2	9	2	NA
1	1	4	0	39	1	1	0	1	28000	1	1	7	10	21	49	9	7	40	1	2	32	2	10	2	NA
1	1	4	5211.63	39	1	1	2	1	70000	1	1	5	7	22	51	10	5	35	1	2	59	2	14	2	8.5
1	1	4	5483.51	39	1	2	2	1	17472	1	1	3	3	17	40	5	3	40	1	2	52	2	11	2	8.4
1	3	4	5119.88	40	7	1	1	1	29000	1	1	10	15	14	35	3	10	40	1	2	55	2	8	2	13
1	1	4	4942.96	40	7	2	2	1	20000	2	7	11	18	13	33	3	11	30	1	2	23	2	7	1	10.5
